gene_name	array_data_file_names	composite_element_ref	protein_name
CAV1	Caveolin-1-R-V_GBL9033627	Caveolin-1-R-V	Caveolin-1
MS4A1	CD20-R-C_GBL9033780	CD20-R-C	CD20
PECAM1	CD31-M-V_GBL9033740	CD31-M-V	CD31
ITGA2	CD49b-M-V_GBL9033741	CD49b-M-V	CD49b
CDC2	CDK1-R-V_GBL9033628	CDK1-R-V	CDK1
CHEK1	Chk1-R-E_GBL9033629	Chk1-R-E	Chk1
CHEK1	Chk1_pS345-R-C_GBL9033630	Chk1_pS345-R-C	Chk1_pS345
CHEK2	Chk2-M-E_GBL9033742	Chk2-M-E	Chk2
CHEK2	Chk2_pT68-R-E_GBL9033631	Chk2_pT68-R-E	Chk2_pT68
BIRC2	cIAP-R-V_GBL9033790	cIAP-R-V	cIAP
JUN	c-Jun_pS73-R-V_GBL9033662	c-Jun_pS73-R-V	c-Jun_pS73
KIT	c-Kit-R-V_GBL9033663	c-Kit-R-V	c-Kit
CLDN7	Claudin-7-R-V_GBL9033632	Claudin-7-R-V	Claudin-7
MET	c-Met_pY1235-R-V_GBL9033668	c-Met_pY1235-R-V	c-Met_pY1235
MYC	c-Myc-R-C_GBL9033672	c-Myc-R-C	c-Myc
COL6A1	Collagen_VI-R-V_GBL9033633	Collagen_VI-R-V	Collagen_VI
RAF1	C-Raf-R-V_GBL9033706	C-Raf-R-V	C-Raf
RAF1	C-Raf_pS338-R-E_GBL9033707	C-Raf_pS338-R-E	C-Raf_pS338
CCNB1	Cyclin_B1-R-V_GBL9033634	Cyclin_B1-R-V	Cyclin_B1
CCND1	Cyclin_D1-R-V_GBL9033635	Cyclin_D1-R-V	Cyclin_D1
CCNE1	Cyclin_E1-M-V_GBL9033743	Cyclin_E1-M-V	Cyclin_E1
CCNE2	Cyclin_E2-R-C_GBL9033781	Cyclin_E2-R-C	Cyclin_E2
DIRAS3	Di-Ras3-M-E_GBL9033798	Di-Ras3-M-E	Di-Ras3
PARK7	DJ-1-R-E_GBL9033636	DJ-1-R-E	DJ-1
DVL3	Dvl3-R-V_GBL9033637	Dvl3-R-V	Dvl3
CDH1	E-Cadherin-R-V_GBL9033623	E-Cadherin-R-V	E-Cadherin
EEF2	eEF2-R-C_GBL9033638	eEF2-R-C	eEF2
EEF2K	eEF2K-R-V_GBL9033639	eEF2K-R-V	eEF2K
EGFR	EGFR-R-V_GBL9033640	EGFR-R-V	EGFR
EGFR	EGFR_pY1068-R-C_GBL9033641	EGFR_pY1068-R-C	EGFR_pY1068
EGFR	EGFR_pY1173-R-V_GBL9033642	EGFR_pY1173-R-V	EGFR_pY1173
EIF4E	eIF4E-R-V_GBL9033643	eIF4E-R-V	eIF4E
EIF4G1	eIF4G-R-C_GBL9033644	eIF4G-R-C	eIF4G
ESR1	ER-alpha-R-V_GBL9033645	ER-alpha-R-V	ER-alpha
ESR1	ER-alpha_pS118-R-V_GBL9033646	ER-alpha_pS118-R-V	ER-alpha_pS118
MAPK1	ERK2-R-E_GBL9033782	ERK2-R-E	ERK2
ETS1	ETS-1-R-V_GBL9033795	ETS-1-R-V	ETS-1
FASN	FASN-R-V_GBL9033647	FASN-R-V	FASN
FN1	Fibronectin-R-V_GBL9033648	Fibronectin-R-V	Fibronectin
FOXM1	FoxM1-R-V_GBL9033650	FoxM1-R-V	FoxM1
FOXO3	FOXO3a-R-C_GBL9033649	FOXO3a-R-C	FOXO3a
FOXO3	FOXO3a_pS318_S321-R-C_GBL9033803	FOXO3a_pS318_S321-R-C	FOXO3a_pS318_S321
G6PD	G6PD-M-V_GBL9033745	G6PD-M-V	G6PD
GAB2	Gab2-R-V_GBL9033651	Gab2-R-V	Gab2
GAPDH	GAPDH-M-C_GBL9033746	GAPDH-M-C	GAPDH
GATA3	GATA3-M-V_GBL9033747	GATA3-M-V	GATA3
GSK3A GSK3B	GSK3-alpha-beta-M-V_GBL9033748	GSK3-alpha-beta-M-V	GSK3-alpha-beta
GSK3A GSK3B	GSK3-alpha-beta_pS21_S9-R-V_GBL9033653	GSK3-alpha-beta_pS21_S9-R-V	GSK3-alpha-beta_pS21_S9
GSK3A GSK3B	GSK3_pS9-R-V_GBL9033652	GSK3_pS9-R-V	GSK3_pS9
ERBB2	HER2-M-V_GBL9033750	HER2-M-V	HER2
ERBB2	HER2_pY1248-R-C_GBL9033654	HER2_pY1248-R-C	HER2_pY1248
ERBB3	HER3-R-V_GBL9033655	HER3-R-V	HER3
ERBB3	HER3_pY1289-R-C_GBL9033656	HER3_pY1289-R-C	HER3_pY1289
NRG1	Heregulin-R-V_GBL9033657	Heregulin-R-V	Heregulin
HSPA1A	HSP70-R-C_GBL9033783	HSP70-R-C	HSP70
IGFBP2	IGFBP2-R-V_GBL9033658	IGFBP2-R-V	IGFBP2
INPP4B	INPP4B-G-E_GBL9033774	INPP4B-G-E	INPP4B
IRS1	IRS1-R-V_GBL9033659	IRS1-R-V	IRS1
MAPK9	JNK2-R-C_GBL9033661	JNK2-R-C	JNK2
MAPK8	JNK_pT183_pY185-R-V_GBL9033660	JNK_pT183_pY185-R-V	JNK_pT183_pY185
XRCC5	Ku80-R-C_GBL9033784	Ku80-R-C	Ku80
LCK	Lck-R-V_GBL9033664	Lck-R-V	Lck
STK11	LKB1-M-E_GBL9033793	LKB1-M-E	LKB1
MAPK1 MAPK3	MAPK_pT202_Y204-R-V_GBL9033665	MAPK_pT202_Y204-R-V	MAPK_pT202_Y204
MAP2K1	MEK1-R-V_GBL9033666	MEK1-R-V	MEK1
MAP2K1	MEK1_pS217_S221-R-V_GBL9033667	MEK1_pS217_S221-R-V	MEK1_pS217_S221
ERRFI1	MIG-6-M-V_GBL9033753	MIG-6-M-V	MIG-6
MRE11A	Mre11-R-C_GBL9033806	Mre11-R-C	Mre11
FRAP1	mTOR-R-V_GBL9033670	mTOR-R-V	mTOR
FRAP1	mTOR_pS2448-R-C_GBL9033671	mTOR_pS2448-R-C	mTOR_pS2448
MYH11	MYH11-R-V_GBL9033805	MYH11-R-V	MYH11
MYH9	Myosin-IIa_pS1943-R-V_GBL9033674	Myosin-IIa_pS1943-R-V	Myosin-IIa_pS1943
CDH2	N-Cadherin-R-V_GBL9033624	N-Cadherin-R-V	N-Cadherin
NDRG1	NDRG1_pT346-R-V_GBL9033675	NDRG1_pT346-R-V	NDRG1_pT346
NF2	NF2-R-C_GBL9033676	NF2-R-C	NF2
NFKB1	NF-kB-p65_pS536-R-C_GBL9033677	NF-kB-p65_pS536-R-C	NF-kB-p65_pS536
NOTCH1	Notch1-R-V_GBL9033678	Notch1-R-V	Notch1
NRAS	N-Ras-M-V_GBL9033762	N-Ras-M-V	N-Ras
CDKN1A	p21-R-V_GBL9033792	p21-R-V	p21
CDKN1B	p27-R-V_GBL9033679	p27-R-V	p27
CDKN1B	p27_pT157-R-C_GBL9033680	p27_pT157-R-C	p27_pT157
CDKN1B	p27_pT198-R-V_GBL9033681	p27_pT198-R-V	p27_pT198
MAPK14	p38_MAPK-R-V_GBL9033682	p38_MAPK-R-V	p38_MAPK
MAPK14	p38_pT180_Y182-R-V_GBL9033683	p38_pT180_Y182-R-V	p38_pT180_Y182
TP53	p53-R-E_GBL9033684	p53-R-E	p53
SQSTM1	p62-LCK-ligand-M-C_GBL9033801	p62-LCK-ligand-M-C	p62-LCK-ligand
RPS6KB1	p70S6K-R-V_GBL9033685	p70S6K-R-V	p70S6K
RPS6KB1	p70S6K_pT389-R-V_GBL9033686	p70S6K_pT389-R-V	p70S6K_pT389
RPS6KA1	p90RSK-R-C_GBL9033687	p90RSK-R-C	p90RSK
RPS6KA1	p90RSK_pT359_S363-R-C_GBL9033688	p90RSK_pT359_S363-R-C	p90RSK_pT359_S363
SERPINE1	PAI-1-M-E_GBL9033808	PAI-1-M-E	PAI-1
PXN	Paxillin-R-C_GBL9033689	Paxillin-R-C	Paxillin
CDH3	P-Cadherin-R-C_GBL9033786	P-Cadherin-R-C	P-Cadherin
PCNA	PCNA-M-C_GBL9033757	PCNA-M-C	PCNA
PDCD4	PDCD4-R-C_GBL9033690	PDCD4-R-C	PDCD4
PDK1	PDK1-R-V_GBL9033691	PDK1-R-V	PDK1
PDK1	PDK1_pS241-R-V_GBL9033692	PDK1_pS241-R-V	PDK1_pS241
PEA15	PEA15-R-V_GBL9033693	PEA15-R-V	PEA15
PEA15	PEA15_pS116-R-V_GBL9033694	PEA15_pS116-R-V	PEA15_pS116
PIK3CA	PI3K-p110-alpha-R-C_GBL9033695	PI3K-p110-alpha-R-C	PI3K-p110-alpha
PIK3R1/2	PI3K-p85-R-V_GBL9033696	PI3K-p85-R-V	PI3K-p85
PRKCA	PKC-alpha-M-V_GBL9033758	PKC-alpha-M-V	PKC-alpha
PRKCA	PKC-alpha_pS657-R-C_GBL9033697	PKC-alpha_pS657-R-C	PKC-alpha_pS657
PRKCD	PKC-delta_pS664-R-V_GBL9033698	PKC-delta_pS664-R-V	PKC-delta_pS664
PKC	PKC-pan_BetaII_pS660-R-V_GBL9033699	PKC-pan_BetaII_pS660-R-V	PKC-pan_BetaII_pS660
PGR	PR-R-V_GBL9033700	PR-R-V	PR
AKT1S1	PRAS40_pT246-R-V_GBL9033701	PRAS40_pT246-R-V	PRAS40_pT246
PRDX1	PRDX1-R-V_GBL9033802	PRDX1-R-V	PRDX1
PREX1	PREX1-R-E_GBL9033799	PREX1-R-E	PREX1
PTEN	PTEN-R-V_GBL9033702	PTEN-R-V	PTEN
RAB11A RAB11B	Rab11-R-E_GBL9033703	Rab11-R-E	Rab11
Rab 25	Rab25-R-V_GBL9033705	Rab25-R-V	Rab25
RAD50	Rad50-M-V_GBL9033759	Rad50-M-V	Rad50
RAD51	Rad51-M-E_GBL9033760	Rad51-M-E	Rad51
RPTOR	Raptor-R-V_GBL9033708	Raptor-R-V	Raptor
RBM15	RBM15-R-V_GBL9033710	RBM15-R-V	RBM15
RB1	Rb_pS807_S811-R-V_GBL9033709	Rb_pS807_S811-R-V	Rb_pS807_S811
RICTOR	Rictor-R-C_GBL9033711	Rictor-R-C	Rictor
RICTOR	Rictor_pT1135-R-V_GBL9033712	Rictor_pT1135-R-V	Rictor_pT1135
RPS6	S6-R-E_GBL9033787	S6-R-E	S6
RPS6	S6_pS235_S236-R-V_GBL9033713	S6_pS235_S236-R-V	S6_pS235_S236
RPS6	S6_pS240_S244-R-V_GBL9033714	S6_pS240_S244-R-V	S6_pS240_S244
SCD1	SCD1-M-V_GBL9033764	SCD1-M-V	SCD1
SFRS1	SF2-M-V_GBL9033765	SF2-M-V	SF2
SHC1	Shc_pY317-R-E_GBL9033788	Shc_pY317-R-E	Shc_pY317
SMAD1	Smad1-R-V_GBL9033716	Smad1-R-V	Smad1
SMAD3	Smad3-R-V_GBL9033717	Smad3-R-V	Smad3
SMAD4	Smad4-M-V_GBL9033767	Smad4-M-V	Smad4
SRC	Src-M-V_GBL9033769	Src-M-V	Src
SRC	Src_pY416-R-C_GBL9033718	Src_pY416-R-C	Src_pY416
SRC	Src_pY527-R-V_GBL9033719	Src_pY527-R-V	Src_pY527
STAT3	STAT3_pY705-R-V_GBL9033720	STAT3_pY705-R-V	STAT3_pY705
STAT5A	STAT5-alpha-R-V_GBL9033721	STAT5-alpha-R-V	STAT5-alpha
STMN1	Stathmin-R-V_GBL9033722	Stathmin-R-V	Stathmin
SYK	Syk-M-V_GBL9033770	Syk-M-V	Syk
WWTR1	TAZ-R-V_GBL9033723	TAZ-R-V	TAZ
TFRC	TFRC-R-V_GBL9033725	TFRC-R-V	TFRC
C12ORF5	TIGAR-R-V_GBL9033724	TIGAR-R-V	TIGAR
TGM2	Transglutaminase-M-V_GBL9033771	Transglutaminase-M-V	Transglutaminase
TSC1	TSC1-R-C_GBL9033726	TSC1-R-C	TSC1
TTF1	TTF1-R-V_GBL9033727	TTF1-R-V	TTF1
TSC2	Tuberin-R-E_GBL9033728	Tuberin-R-E	Tuberin
TSC2	Tuberin_pT1462-R-V_GBL9033729	Tuberin_pT1462-R-V	Tuberin_pT1462
KDR	VEGFR2-R-V_GBL9033730	VEGFR2-R-V	VEGFR2
VHL	VHL-M-C_GBL9033772	VHL-M-C	VHL
XPB1	XPB1-G-C_GBL9033791	XPB1-G-C	XPB1
XRCC1	XRCC1-R-E_GBL9033731	XRCC1-R-E	XRCC1
YAP1	YAP-R-E_GBL9033732	YAP-R-E	YAP
YAP1	YAP_pS127-R-E_GBL9033733	YAP_pS127-R-E	YAP_pS127
YBX1	YB-1-R-V_GBL9033734	YB-1-R-V	YB-1
YBX1	YB-1_pS102-R-V_GBL9033735	YB-1_pS102-R-V	YB-1_pS102
YWHAB	14-3-3_beta-R-V_GBL1114584.txt	14-3-3_beta-R-V	14-3-3_beta
YWHAE	14-3-3_epsilon-M-C_GBL1114668.txt	14-3-3_epsilon-M-C	14-3-3_epsilon
YWHAZ	14-3-3_zeta-R-V_GBL1114585.txt	14-3-3_zeta-R-V	14-3-3_zeta
EIF4EBP1	4E-BP1-R-V_GBL1114391.txt	4E-BP1-R-V	4E-BP1
EIF4EBP1	4E-BP1_pS65-R-V_GBL1114392.txt	4E-BP1_pS65-R-V	4E-BP1_pS65
EIF4EBP1	4E-BP1_pT37_T46-R-V_GBL1114393.txt	4E-BP1_pT37_T46-R-V	4E-BP1_pT37_T46
EIF4EBP1	4E-BP1_pT70-R-V_GBL1114394.txt	4E-BP1_pT70-R-V	4E-BP1_pT70
TP53BP1	53BP1-R-E_GBL1114598.txt	53BP1-R-E	53BP1
ARAF	A-Raf_pS299-R-C_GBL1114522.txt	A-Raf_pS299-R-C	A-Raf_pS299
ACACA ACACB	ACC_pS79-R-V_GBL1114395.txt	ACC_pS79-R-V	ACC_pS79
ACACA	ACC1-R-E_GBL1114396.txt	ACC1-R-E	ACC1
TUBA1B	Acetyl-a-Tubulin(Lys40)-R-C_GBL1114634.txt	Acetyl-a-Tubulin(Lys40)-R-C	Acetyl-a-Tubulin(Lys40)
ACVRL1	ACVRL1-R-C_GBL1114613.txt	ACVRL1-R-C	ACVRL1
ADAR	ADAR1-M-V_GBL1114683.txt	ADAR1-M-V	ADAR1
AKT1 AKT2 AKT3	Akt-R-V_GBL1114612.txt	Akt-R-V	Akt
AKT1 AKT2 AKT3	Akt_pS473-R-V_GBL1114515.txt	Akt_pS473-R-V	Akt_pS473
AKT1 AKT2 AKT3	Akt_pT308-R-V_GBL1114631.txt	Akt_pT308-R-V	Akt_pT308
CTNNB1	alpha-Catenin-M-V_GBL1114670.txt	alpha-Catenin-M-V	alpha-Catenin
PRKAA1	AMPK_alpha-R-C_GBL1114397.txt	AMPK_alpha-R-C	AMPK_alpha
PRKAA1	AMPK_pT172-R-V_GBL1114465.txt	AMPK_pT172-R-V	AMPK_pT172
ANXA1	Annexin_1-M-E_GBL1114686.txt	Annexin_1-M-E	Annexin_1
ANXA7	Annexin_VII-M-V_GBL1114680.txt	Annexin_VII-M-V	Annexin_VII
AR	AR-R-V_GBL1114568.txt	AR-R-V	AR
ARHI	ARHI-M-E_GBL1114687.txt	ARHI-M-E	ARHI
ASNS	ASNS-R-V_GBL1114640.txt	ASNS-R-V	ASNS
ATM	ATM-R-E_GBL1114466.txt	ATM-R-E	ATM
BRAF	B-Raf-M-C_GBL1114647.txt	B-Raf-M-C	B-Raf
BAD	Bad_pS112-R-V_GBL1114467.txt	Bad_pS112-R-V	Bad_pS112
BAK1	Bak-R-C_GBL1114468.txt	Bak-R-C	Bak
BAP1	Bap1-c-4-M-V_GBL1114685.txt	Bap1-c-4-M-V	Bap1-c-4
BAX	Bax-R-V_GBL1114469.txt	Bax-R-V	Bax
BCL2	Bcl-2-M-V_GBL1114646.txt	Bcl-2-M-V	Bcl-2
BCL2L1	Bcl-xL-R-V_GBL1114471.txt	Bcl-xL-R-V	Bcl-xL
BECN1	Beclin-G-C_GBL1114641.txt	Beclin-G-C	Beclin
CTNNB2	beta-Catenin-R-V_GBL1114470.txt	beta-Catenin-R-V	beta-Catenin
BID	Bid-R-C_GBL1114472.txt	Bid-R-C	Bid
BCL2L11	Bim-R-V_GBL1114473.txt	Bim-R-V	Bim
BRCA2	BRCA2-R-C_GBL1114570.txt	BRCA2-R-C	BRCA2
JUN	c-Jun_pS73-R-V_GBL1114398.txt	c-Jun_pS73-R-V	c-Jun_pS73
KIT	c-Kit-R-V_GBL1114645.txt	c-Kit-R-V	c-Kit
MET	c-Met_pY1235-R-V_GBL1114565.txt	c-Met_pY1235-R-V	c-Met_pY1235
MYC	c-Myc-R-C_GBL1114629.txt	c-Myc-R-C	c-Myc
RAF1	C-Raf-R-V_GBL1114577.txt	C-Raf-R-V	C-Raf
RAF1	C-Raf_pS338-R-V_GBL1114510.txt	C-Raf_pS338-R-V	C-Raf_pS338
CASP7	Caspase-7_cleavedD198-R-C_GBL1114474.txt	Caspase-7_cleavedD198-R-C	Caspase-7_cleavedD198
CAV1	Caveolin-1-R-V_GBL1114505.txt	Caveolin-1-R-V	Caveolin-1
MS4A1	CD20-R-C_GBL1114506.txt	CD20-R-C	CD20
PECAM1	CD31-M-V_GBL1114648.txt	CD31-M-V	CD31
ITGA2	CD49b-M-V_GBL1114671.txt	CD49b-M-V	CD49b
CDC2	CDK1-R-V_GBL1114599.txt	CDK1-R-V	CDK1
CHEK1	Chk1-M-C_GBL1114684.txt	Chk1-M-C	Chk1
CHEK1	Chk1_pS345-R-C_GBL1114590.txt	Chk1_pS345-R-C	Chk1_pS345
CHEK2	Chk2-M-E_GBL1114649.txt	Chk2-M-E	Chk2
CHEK2	Chk2_pT68-R-C_GBL1114507.txt	Chk2_pT68-R-C	Chk2_pT68
BIRC2	cIAP-R-V_GBL1114594.txt	cIAP-R-V	cIAP
CLDN7	Claudin-7-R-V_GBL1114582.txt	Claudin-7-R-V	Claudin-7
COL6A1	Collagen_VI-R-V_GBL1114509.txt	Collagen_VI-R-V	Collagen_VI
CCNB1	Cyclin_B1-R-V_GBL1114511.txt	Cyclin_B1-R-V	Cyclin_B1
CCND1	Cyclin_D1-R-V_GBL1114512.txt	Cyclin_D1-R-V	Cyclin_D1
CCNE1	Cyclin_E1-M-V_GBL1114650.txt	Cyclin_E1-M-V	Cyclin_E1
CCNE2	Cyclin_E2-R-C_GBL1114513.txt	Cyclin_E2-R-C	Cyclin_E2
PARK7	DJ-1-R-E_GBL1114588.txt	DJ-1-R-E	DJ-1
DVL3	Dvl3-R-V_GBL1114596.txt	Dvl3-R-V	Dvl3
CDH1	E-Cadherin-R-V_GBL1114614.txt	E-Cadherin-R-V	E-Cadherin
EEF2	eEF2-R-C_GBL1114604.txt	eEF2-R-C	eEF2
EEF2K	eEF2K-R-V_GBL1114605.txt	eEF2K-R-V	eEF2K
EGFR	EGFR-R-V_GBL1114616.txt	EGFR-R-V	EGFR
EGFR	EGFR_pY1068-R-C_GBL1114399.txt	EGFR_pY1068-R-C	EGFR_pY1068
EGFR	EGFR_pY1173-R-V_GBL1114514.txt	EGFR_pY1173-R-V	EGFR_pY1173
EIF4E	eIF4E-R-V_GBL1114564.txt	eIF4E-R-V	eIF4E
EIF4G1	eIF4G-R-C_GBL1114619.txt	eIF4G-R-C	eIF4G
ESR1	ER-alpha-R-V_GBL1114400.txt	ER-alpha-R-V	ER-alpha
ESR1	ER-alpha_pS118-R-V_GBL1114516.txt	ER-alpha_pS118-R-V	ER-alpha_pS118
ERCC1	ERCC1-M-V_GBL1114651.txt	ERCC1-M-V	ERCC1
MAPK1	ERK2-R-E_GBL1114517.txt	ERK2-R-E	ERK2
ETS1	ETS-1-R-V_GBL1114635.txt	ETS-1-R-V	ETS-1
FASN	FASN-R-V_GBL1114632.txt	FASN-R-V	FASN
FN1	Fibronectin-R-V_GBL1114518.txt	Fibronectin-R-V	Fibronectin
FOXM1	FoxM1-R-V_GBL1114618.txt	FoxM1-R-V	FoxM1
FOXO3	FOXO3a-R-C_GBL1114690.txt	FOXO3a-R-C	FOXO3a
FOXO3	FOXO3a_pS318_S321-R-C_GBL1114525.txt	FOXO3a_pS318_S321-R-C	FOXO3a_pS318_S321
G6PD	G6PD-M-V_GBL1114681.txt	G6PD-M-V	G6PD
GAB2	Gab2-R-V_GBL1114597.txt	Gab2-R-V	Gab2
GAPDH	GAPDH-M-C_GBL1114652.txt	GAPDH-M-C	GAPDH
GATA3	GATA3-M-V_GBL1114665.txt	GATA3-M-V	GATA3
GSK3A GSK3B	GSK3-alpha-beta-M-V_GBL1114653.txt	GSK3-alpha-beta-M-V	GSK3-alpha-beta
GSK3A GSK3B	GSK3-alpha-beta_pS21_S9-R-V_GBL1114526.txt	GSK3-alpha-beta_pS21_S9-R-V	GSK3-alpha-beta_pS21_S9
GSK3A GSK3B	GSK3_pS9-R-V_GBL1114611.txt	GSK3_pS9-R-V	GSK3_pS9
ERBB2	HER2-M-V_GBL1114675.txt	HER2-M-V	HER2
ERBB2	HER2_pY1248-R-C_GBL1114608.txt	HER2_pY1248-R-C	HER2_pY1248
ERBB3	HER3-R-V_GBL1114592.txt	HER3-R-V	HER3
ERBB3	HER3_pY1289-R-C_GBL1114566.txt	HER3_pY1289-R-C	HER3_pY1289
NRG1	Heregulin-R-V_GBL1114587.txt	Heregulin-R-V	Heregulin
HSPA1A	HSP70-R-C_GBL1114527.txt	HSP70-R-C	HSP70
IGFBP2	IGFBP2-R-V_GBL1114528.txt	IGFBP2-R-V	IGFBP2
INPP4B	INPP4B-R-V_GBL1114523.txt	INPP4B-R-V	INPP4B
IRS1	IRS1-R-V_GBL1114576.txt	IRS1-R-V	IRS1
COPS5	JAB1-M-C_GBL1114688.txt	JAB1-M-C	JAB1
MAPK8	JNK_pT183_pT185-R-V_GBL1114586.txt	JNK_pT183_pT185-R-V	JNK_pT183_pT185
MAPK9	JNK2-R-C_GBL1114529.txt	JNK2-R-C	JNK2
XRCC5	Ku80-R-C_GBL1114591.txt	Ku80-R-C	Ku80
LCK	Lck-R-V_GBL1114530.txt	Lck-R-V	Lck
STK11	LKB1-M-E_GBL1114654.txt	LKB1-M-E	LKB1
MAPK1 MAPK3	MAPK_pT202_Y204-R-V_GBL1114463.txt	MAPK_pT202_Y204-R-V	MAPK_pT202_Y204
MAP2K1	MEK1-R-V_GBL1114531.txt	MEK1-R-V	MEK1
MAP2K1	MEK1_pS217_S221-R-V_GBL1114609.txt	MEK1_pS217_S221-R-V	MEK1_pS217_S221
ERRFI1	MIG-6-M-V_GBL1114676.txt	MIG-6-M-V	MIG-6
MRE11A	Mre11-R-C_GBL1114532.txt	Mre11-R-C	Mre11
MSH2	MSH2-M-V_GBL1114666.txt	MSH2-M-V	MSH2
MSH6	MSH6-R-C_GBL1114606.txt	MSH6-R-C	MSH6
FRAP1	mTOR-R-V_GBL1114533.txt	mTOR-R-V	mTOR
FRAP1	mTOR_pS2448-R-C_GBL1114534.txt	mTOR_pS2448-R-C	mTOR_pS2448
MYH11	MYH11-R-V_GBL1114627.txt	MYH11-R-V	MYH11
MYH9	Myosin-Iia_pS1943-R-V_GBL1114633.txt	Myosin-Iia_pS1943-R-V	Myosin-Iia_pS1943
CDH2	N-Cadherin-R-V_GBL1114464.txt	N-Cadherin-R-V	N-Cadherin
NRAS	N-Ras-M-V_GBL1114679.txt	N-Ras-M-V	N-Ras
NDRG1	NDRG1_pT346-R-V_GBL1114621.txt	NDRG1_pT346-R-V	NDRG1_pT346
NFKB1	NF-kB-p65_pS536-R-C_GBL1114535.txt	NF-kB-p65_pS536-R-C	NF-kB-p65_pS536
NF2	NF2-R-C_GBL1114603.txt	NF2-R-C	NF2
NOTCH1	Notch1-R-V_GBL1114607.txt	Notch1-R-V	Notch1
CDH3	P-Cadherin-R-C_GBL1114691.txt	P-Cadherin-R-C	P-Cadherin
CDKN1A	p21-R-V_GBL1114536.txt	p21-R-V	p21
CDKN1B	p27-R-V_GBL1114589.txt	p27-R-V	p27
CDKN1B	p27_pT157-R-C_GBL1114581.txt	p27_pT157-R-C	p27_pT157
CDKN1B	p27_pT198-R-V_GBL1114583.txt	p27_pT198-R-V	p27_pT198
MAPK14	p38-R-V_GBL1114537.txt	p38-R-V	p38
MAPK14	p38_pT180_Y182-R-V_GBL1114539.txt	p38_pT180_Y182-R-V	p38_pT180_Y182
TP53	p53-R-E_GBL1114540.txt	p53-R-E	p53
